SoilMoist,Rainfall,LST,NDVI,SAVI,VCI,TCI,VHI,MTCI,Week,Rainfall_Anom,SoilMoist_Anom,LST_Anom,NDVI_Anom,SAVI_Anom,Zone,Zone_Code,County,Month,Season,Season_Code,Date
0.20361580929134673,7.3791790228797085,24.184535249189732,0.639866944907272,0.3835662027975417,59.198757144360286,72.66812657208058,49.88672750461068,59.654608682866495,6.5,-8.691324368706594,0.039219896399644676,5.554439189504438,-0.09593932152607752,-0.06522473236360048,Humid,0,Nyeri,3,mam,1,2001-03-25
0.21159531684276012,8.053830113279927,24.15081567556929,0.6264552150869118,0.37361904938772644,59.975970180008524,72.7837968406492,51.27079791856733,57.92821191325998,7.5,-8.727697438194442,0.04489403706040764,4.933566626182389,-0.1058393887401604,-0.0763074538734046,Humid,0,Nyeri,4,mam,1,2001-04-01
0.2167974287181829,8.707382624707916,24.132830477916524,0.6131359147596844,0.36410641005913186,60.43661407753564,72.07782422442993,52.51718761463854,56.02581223809745,8.5,-9.422101780392621,0.046130607374417265,4.515516023018973,-0.1139107400312277,-0.08557522356036155,Humid,0,Nyeri,4,mam,1,2001-04-08
0.220518733135768,9.331552341714229,24.190465385579458,0.6001706186677505,0.35526669555299534,60.71094432189751,71.01435034067275,53.661647525685105,53.969854173011576,9.5,-10.80228839317324,0.044326797930204824,4.325545510674253,-0.12067360974184427,-0.09321753154833447,Humid,0,Nyeri,4,mam,1,2001-04-15
0.2237776328731945,9.855881418481228,24.32743998133148,0.5882885754119028,0.3475660208770584,60.943262813655,70.03613553779807,54.866625528052715,51.590228105456696,10.5,-12.743069969918713,0.040692420034801086,4.3087662340206885,-0.12663429418225058,-0.09944601469646362,Humid,0,Nyeri,4,mam,1,2001-04-22
0.2274578598949054,10.225681653475636,24.52942792958893,0.5788646281363027,0.3418693636150874,61.31433023366075,69.40796434283224,56.2891668236754,48.82080930101957,11.5,-14.903404739594956,0.03656278994538719,4.394456523278645,-0.13157177572171166,-0.10408345734908953,Humid,0,Nyeri,4,mam,1,2001-04-29
0.23184847652149224,10.478619115301836,24.810664431592986,0.573096427621662,0.339035294885198,61.95554503456436,69.14117893368659,57.92882810158718,45.9224207618534,12.5,-16.93143413111598,0.032908137782648346,4.5719961946499454,-0.1349831272762023,-0.10672789119146997,Humid,0,Nyeri,5,mam,1,2001-05-06
0.23680858329234034,10.724279419757968,25.190952843848194,0.5708315449481438,0.3390930169918623,62.82838557317689,69.20684104013512,59.50677621046382,43.47738525857224,13.5,-18.567027678216512,0.030342734260243174,4.873680495841052,-0.13707208084028735,-0.10739852943186079,Humid,0,Nyeri,5,mam,1,2001-05-13
0.24194484308512684,11.211394085151676,25.684126294504434,0.5706252451980115,0.3410482632321843,63.70298169035613,69.58921164805584,60.56263056202551,42.14489063499393,14.5,-19.589683264447952,0.029054333515756346,5.333934801533239,-0.13875552780407993,-0.1067488651718241,Humid,0,Nyeri,5,mam,1,2001-05-20
0.24661355786959258,12.282765577352981,26.264753843576973,0.5706339990575852,0.3435188524209547,64.29793063897448,70.12785246928685,60.771088641476545,42.17581205260259,15.5,-19.747635695508244,0.02867782359584689,5.93499449599015,-0.1410288140469997,-0.10563664597252326,Humid,0,Nyeri,5,mam,1,2001-05-27
0.2500655157319491,14.202120599782782,26.854753263024673,0.5696552633627204,0.34544299549626384,64.4520468780317,70.57786785806199,60.19296163766813,43.21381362222755,16.5,-18.833205592014718,0.028506980245361985,6.586569377882114,-0.14444451851737672,-0.10473289178133667,Humid,0,Nyeri,6,jja,2,2001-06-03
0.2515912708339773,16.893106216726412,27.32413765837941,0.5674869345271035,0.3464301679404922,64.16868902147762,70.81118646822833,59.178996164456635,44.61641388100097,17.5,-16.83722812354916,0.027816005369221252,7.131785918980477,-0.14902654555637576,-0.1043496458094777,Humid,0,Nyeri,6,jja,2,2001-06-10
0.2502340313526259,19.917510277465333,27.576512710329542,0.5650868656490736,0.3468526594743127,63.58506612161987,70.86844691240593,58.225091436403396,45.723904194301724,18.5,-13.973410779610544,0.025684287006280254,7.456118857655156,-0.15406963605780338,-0.10437894682178188,Humid,0,Nyeri,6,jja,2,2001-06-17
0.24543059551474236,22.836960779752207,27.561537452257472,0.5643583846714179,0.34770474728478135,62.868799072887306,70.89782489207292,57.731666914797124,46.155407508506634,19.5,-10.442461000952669,0.021644056619794783,7.501715125951378,-0.15803846032560917,-0.10420312149982618,Humid,0,Nyeri,6,jja,2,2001-06-24
0.23773623663231724,25.202490621509416,27.325849482242052,0.5671610849579897,0.35015779819106824,62.12906179936983,71.02564817423577,57.78605450653708,45.9232902141436,20.5,-6.573908177643794,0.016267862939314832,7.297323176648351,-0.1592373061022143,-0.10294913010951394,Humid,0,Nyeri,7,jja,2,2001-07-01
0.22858675098293849,26.731898825574888,26.983515489493996,0.5744948825769502,0.35491666634705155,61.40341053659398,71.17439339568196,58.12929389839061,45.440043736488924,21.5,-2.778043973307548,0.010793242139089256,6.929576883084028,-0.15638841035721185,-0.09993624281716296,Humid,0,Nyeri,7,jja,2,2001-07-08
0.2199999872212224,27.521190983724846,26.648839420078946,0.5858067784960871,0.3617827086094387,60.69144579905991,71.14689406650533,58.38045442324296,45.232357061486105,22.5,0.7448214201306763,0.006799484623482723,6.496475044285244,-0.14943173055488176,-0.09511085827804294,Humid,0,Nyeri,7,jja,2,2001-07-15
