SoilMoist,Rainfall,LST,NDVI,SAVI,VCI,TCI,VHI,MTCI,Week,Rainfall_Anom,SoilMoist_Anom,LST_Anom,NDVI_Anom,SAVI_Anom,Zone,Zone_Code,County,Month,Season,Season_Code,Date
0.2159363057707847,24.439325637093546,21.03785265578742,0.6515598152318923,0.4002242514679382,57.9327428048195,71.33252881964141,49.0400748115506,59.35833626023204,6.5,-0.7548165561117978,0.05083763278947941,2.3241762738470944,-0.05114439988533922,-0.03950296978031843,Humid,0,Nyandarua,3,mam,1,2001-03-25
0.22076438873446078,26.142703578052064,20.688242696688175,0.655982197227084,0.4058886914838766,62.3371378397327,71.74063000062209,52.18290019852568,57.950019196848935,7.5,0.8274917879252307,0.053926458871249604,1.4994615204950776,-0.04743898654250597,-0.03688126507597377,Humid,0,Nyandarua,4,mam,1,2001-04-01
0.22407993947305996,28.60784666447064,20.29195522140969,0.6612728208394753,0.412189539268839,65.76874565188045,71.09055093714822,55.20582499293047,55.571619508973924,8.5,2.905701029665684,0.053922887266784326,0.774273054864899,-0.04220076550881884,-0.0329169803857924,Humid,0,Nyandarua,4,mam,1,2001-04-08
0.22647897550902565,31.713974009749936,19.916706979616233,0.6670563764730318,0.41888881237181863,68.57419602267183,70.00075958390453,58.128757979509345,52.688390591673844,9.5,5.25526729991974,0.051281652068696275,0.19250522298773612,-0.03590409149607549,-0.027881661868532304,Humid,0,Nyandarua,4,mam,1,2001-04-15
0.22854460043724545,34.89774051543667,19.63068920867178,0.6728864605175592,0.42570401187664864,71.11700505738484,69.04444627014175,61.15013944954533,49.53501004455607,10.5,7.482491304662155,0.046657118619390224,-0.23715319531813459,-0.02947491293317092,-0.022331631455316622,Humid,0,Nyandarua,4,mam,1,2001-04-22
0.23092485227624912,37.18398443617308,19.461248552205618,0.678338970909322,0.43247509725147953,73.60388545800107,68.5553373377394,64.37281221233238,46.247347865972934,11.5,8.98330698815966,0.04107336358515037,-0.5229948332128002,-0.023824320375071244,-0.016634074883973088,Humid,0,Nyandarua,4,mam,1,2001-04-29
0.23365425394011052,37.81358246387027,19.412860526669878,0.6834603866805088,0.43915738321303505,76.05328615972458,68.57415135580506,67.65602688524964,43.02697068535528,12.5,9.21148750525097,0.03525989302444541,-0.6850706699880936,-0.019217252889346715,-0.010881076764032363,Humid,0,Nyandarua,5,mam,1,2001-05-06
0.23645940181483718,36.74196492334389,19.495700538800236,0.6885325077203723,0.44569302786740983,78.3101662583527,68.92826304878527,70.61030292856653,40.244137877973465,13.5,8.100632741685189,0.029811180158669296,-0.6994943812908284,-0.015298949796498392,-0.004982187536183342,Humid,0,Nyandarua,5,mam,1,2001-05-13
0.2390859672375517,34.7899031104225,19.71171490086986,0.6936255492394304,0.4518361691852372,80.131224089116,69.38129860616279,72.77630991527174,38.36000318579611,14.5,6.233435834988964,0.025165425679591197,-0.5495343494291944,-0.01161057635730415,0.001070382102056099,Humid,0,Nyandarua,5,mam,1,2001-05-20
0.24142230846119309,33.18006743408491,20.04659060139711,0.6985393468363968,0.45709177764119985,81.33214422434993,69.69345798396674,73.92987138798529,37.555787681133715,15.5,4.609760322653368,0.021530242669256877,-0.25074453810564606,-0.00793646004889395,0.007046737732795123,Humid,0,Nyandarua,5,mam,1,2001-05-27
0.2433651046323931,32.88163815670497,20.43472419260183,0.7028391391843196,0.46109919275897937,81.90547250913362,69.75986720925421,74.14327452029802,37.64381610809213,16.5,4.1207823352948205,0.018776045405461298,0.12827047744501266,-0.004429180879955437,0.012746133307773194,Humid,0,Nyandarua,6,jja,2,2001-06-03
0.24441049093448117,33.95913132221154,20.800758249508064,0.7060403890322958,0.46380776094809045,81.99789433627835,69.65798293815509,73.68458006866861,38.281927195120524,17.5,4.967868402939472,0.016288278042240707,0.5125594164842315,-0.0015360258057738978,0.01805800901185706,Humid,0,Nyandarua,6,jja,2,2001-06-10
0.2435106497058219,35.614062049732844,21.08023926374301,0.7077391995557855,0.46515720341121164,81.81464345350712,69.53806170909219,72.91487284185094,39.13285756846949,18.5,6.660623746440034,0.013025417817669945,0.8266944133457681,0.00021485220493622226,0.022706824884938956,Humid,0,Nyandarua,6,jja,2,2001-06-17
0.24009292112712588,36.91997847789661,21.236839839183855,0.7077387042923942,0.465247761733435,81.54294614565383,69.52104880279943,72.23111132981484,39.941151215063954,19.5,8.590169371067391,0.008565898818670044,0.9977740878618079,0.00045435896761700234,0.02649923496300127,Humid,0,Nyandarua,6,jja,2,2001-06-24
0.23481864191853308,37.1979499093928,21.272045347314034,0.7063963809823283,0.46436883074140917,81.29004469182668,69.72007374998557,71.8853168193584,40.51255058460395,20.5,10.259995094525527,0.003721686946664892,0.9822402820391808,-0.0005031284992732347,0.029471697892163043,Humid,0,Nyandarua,7,jja,2,2001-07-01
0.22915420956917884,36.022591237551495,21.26035565736383,0.7043297355599316,0.46289886978343314,80.9931082727241,70.06053598568258,71.76274856066581,40.87202310280795,21.5,11.170077015083642,-9.001577160671025e-05,0.8188666516565899,-0.001815103795401433,0.03188067484316775,Humid,0,Nyandarua,7,jja,2,2001-07-08
0.22465752954473303,33.71103638108445,21.24188298986138,0.7022976050793154,0.46115338503112396,80.53657981795624,70.28398493339063,71.55112914064874,41.23287624549555,22.5,11.325191817857188,-0.0016165626162637826,0.5479855424825978,-0.002295931230941406,0.03404303027824576,Humid,0,Nyandarua,7,jja,2,2001-07-15
