SoilMoist,Rainfall,LST,NDVI,SAVI,VCI,TCI,VHI,MTCI,Week,Rainfall_Anom,SoilMoist_Anom,LST_Anom,NDVI_Anom,SAVI_Anom,Zone,Zone_Code,County,Month,Season,Season_Code,Date
0.1496613539445911,30.77018846675362,33.55000049176964,0.39558416271803143,0.2509414026579633,80.30557558264879,89.75271127645271,81.2145172038273,15.481101355295083,6.5,17.78874835950801,-0.004363927287719453,1.5526897610596704,-0.028743746187996317,-0.008370578443002777,Semi-Arid,2,Turkana,3,mam,1,2001-03-25
0.15604192646800807,28.4924613863105,32.981976522430784,0.41538645933343715,0.262716139087728,83.68187063729766,90.74576990763069,83.64893829818374,14.298497024096884,7.5,15.817148059098379,0.00037939225347501565,1.0196928544097246,-0.005334740700331135,0.005977949113190185,Semi-Arid,2,Turkana,4,mam,1,2001-04-01
0.16136416649349714,26.945209117127987,32.416733004201554,0.435074449331432,0.2739718198289091,86.76153523311393,91.67418618258188,85.7502599021192,13.594921018602987,8.5,14.33593051413427,0.0025722049837880825,0.5232242331820046,0.018540494313973154,0.02004012170381876,Semi-Arid,2,Turkana,4,mam,1,2001-04-08
0.16578041918856545,25.33291211498452,31.98164926677073,0.45317923367856167,0.28401511382687705,89.38594655136542,92.39819199393492,87.28234015703548,13.608535820953051,9.5,12.681676315634922,0.002516344962361916,0.18153936778705937,0.040429154388951664,0.03244927706497458,Semi-Arid,2,Turkana,4,mam,1,2001-04-15
0.16949385926380636,23.1764650073609,31.74642364318854,0.46790933247976546,0.2919319981978161,91.30861114125867,92.76141145274619,88.0178102932875,14.47393613983355,10.5,10.560552341989883,0.0005365396191125046,-0.011358698402118783,0.05799721470486463,0.0419276336410613,Semi-Arid,2,Turkana,4,mam,1,2001-04-22
0.17291706244206964,20.517966302945997,31.691100775595586,0.477319400077232,0.2966707353212175,92.28386620907453,92.67886278801701,87.84441647212878,16.07765010463611,11.5,8.128888339255269,-0.002647149591934283,-0.17188725251613382,0.06917935948413587,0.04733853592579402,Semi-Arid,2,Turkana,4,mam,1,2001-04-29
0.1763849769355134,17.786621215276817,31.777284490209954,0.4800778091249327,0.29749394109475213,92.20212162462981,92.18617903680575,86.9057451071849,17.991777711205348,12.5,5.814524864709958,-0.0062115334278301905,-0.38733851915060136,0.07293572052761829,0.04814672377657664,Semi-Arid,2,Turkana,5,mam,1,2001-05-06
0.180195752902339,15.360387014713831,31.97233660084035,0.4761183636319532,0.29439170762370503,91.13271806163807,91.38021838770538,85.39387836398771,19.949727002777617,13.5,3.894071829487597,-0.009257622672309597,-0.6765477969218215,0.06975517138373642,0.04474814172621424,Semi-Arid,2,Turkana,5,mam,1,2001-05-13
0.1844229802944514,13.367334435500362,32.23574513418088,0.4666547138066179,0.28810190067444447,89.24014849901134,90.3377766148353,83.42106764443679,21.980136978495427,14.5,2.3809016602668995,-0.011163954639962156,-1.0075192617526365,0.06136418095490229,0.03828654448798253,Semi-Arid,2,Turkana,5,mam,1,2001-05-20
0.18887793227863603,11.739692634315249,32.54057366376515,0.45332877357438583,0.27962796371652465,86.67821065398384,89.06813415679733,80.98972179504614,24.274491413371724,15.5,1.1658358351498341,-0.011763676600374478,-1.293129708228185,0.04971230873501561,0.030049374526186057,Semi-Arid,2,Turkana,5,mam,1,2001-05-27
0.19309855780769203,10.321002548347012,32.89010760853204,0.4375761103708631,0.26984688960434605,83.55988779432818,87.51688267597814,78.07387171770405,27.021281235528196,16.5,0.11590686358564713,-0.011412190624387973,-1.4279367237665745,0.03634039654591009,0.021058458431442117,Semi-Arid,2,Turkana,6,jja,2,2001-06-03
0.19620854824196068,9.07914204823008,33.32157503143494,0.42041246070187827,0.25935684679218973,79.9767577132578,85.64957268769273,74.73332132650954,30.194218994191605,17.5,-0.7592359063405224,-0.011025190571618033,-1.349795035773725,0.022205202582785525,0.011930739931161614,Semi-Arid,2,Turkana,6,jja,2,2001-06-10
0.19733923982302382,8.073588725595721,33.84485761585326,0.4025903333436833,0.24857816323309448,76.01055051978274,83.50972757338685,71.10211891466047,33.600765449876995,18.5,-1.4078040942648775,-0.01154741001509861,-1.0874424671390912,0.00785936925790231,0.0029991496534946907,Semi-Arid,2,Turkana,6,jja,2,2001-06-17
0.19636037445052548,7.270156282085236,34.45438446521877,0.38471417402657804,0.23785587330361513,71.73937913344922,81.23013781924313,67.29925595648673,37.05016231629017,19.5,-1.9116993795873904,-0.01314737646712602,-0.6779412090557274,-0.006414728598188753,-0.005552587385719354,Semi-Arid,2,Turkana,6,jja,2,2001-06-24
0.19405208418313522,6.623250743731115,35.116065107011764,0.3672584146104973,0.22748865127733695,67.2462997694613,78.9500178059859,63.4681451087774,40.32350558964078,20.5,-2.334144117697793,-0.015048445780480188,-0.17962386088726312,-0.020582122960311644,-0.013648891405545186,Semi-Arid,2,Turkana,7,jja,2,2001-07-01
0.19149602205148666,6.0834612669056725,35.82811589900863,0.35053605992911135,0.21768608595993175,62.66451318720346,76.79626498085639,59.82205029906294,43.12231257524646,21.5,-2.7190962349727923,-0.016270479742062676,0.4146471976063448,-0.03474416490395509,-0.0212956349658385,Semi-Arid,2,Turkana,7,jja,2,2001-07-08
0.18982623379110286,5.618819515433613,36.59662899051441,0.33491733104966176,0.2086643918965836,58.19261231452108,74.80336864621977,56.5902480881199,45.18640256312782,22.5,-3.1059782579476374,-0.0159525656878555,1.1222470932527024,-0.048772416761334224,-0.028402607025216495,Semi-Arid,2,Turkana,7,jja,2,2001-07-15
