SoilMoist,Rainfall,LST,NDVI,SAVI,VCI,TCI,VHI,LC_Code,Rainfall_Anom,SoilMoist_Anom,LST_Anom,NDVI_Anom,SAVI_Anom,LC,County,EZ,EZ_Code,Month,Season,Season_Code,Date
0.16540381283567443,8.811078745158154,24.93081310230664,0.7735687865661247,0.4888365428438908,41.10648005465677,60.56944210880855,40.69235946708223,0.0,-11.473761116940985,-0.035130085732130535,0.5279057039847538,-0.02070342242094524,-0.02065078891877825,forest,Bomet,Humid,2,3,mam,1,2012-03-18
0.16147376414398054,10.044829424299468,25.19622529584362,0.7653558647979667,0.4862293438778309,38.84682491625454,61.75182789752251,38.93264003041992,0.0,-12.344541296615182,-0.04100383023674429,0.6870410801629286,-0.025024555211525395,-0.022969970212794507,forest,Bomet,Humid,2,3,mam,1,2012-03-25
0.16117461194658247,12.783544712755031,25.40346056250918,0.7573924732729204,0.4840557509581869,36.90492891339239,62.68614428322466,37.398330909596474,0.0,-12.342228870363925,-0.04476354588488513,0.8676823104699468,-0.029613119776424512,-0.0250520022372928,forest,Bomet,Humid,2,4,mam,1,2012-04-01
0.1657715573407421,17.42237590038277,25.47966545734333,0.749999661293519,0.48243972029722365,35.623011056650896,63.041044750363426,36.517672122118576,0.0,-11.110425417376282,-0.044698903020254865,0.9999784829887534,-0.03402662213269491,-0.026651829741485042,forest,Bomet,Humid,2,4,mam,1,2012-04-08
0.17551519900569287,23.99756832815206,25.360736898369314,0.743816812714886,0.4816523184035187,35.38427060094143,62.59779691989374,36.6899819958727,0.0,-8.505266113356564,-0.04033585946172658,1.016810396043444,-0.037806161900864166,-0.027582244904971496,forest,Bomet,Humid,2,4,mam,1,2012-04-15
0.18948296178794818,32.03033254202306,25.031701219391284,0.7398052161531533,0.48212417618427067,36.47048349477701,61.35834745546887,38.107567739280135,0.0,-4.788203980133453,-0.03227218768668539,0.9012802553926007,-0.040373970305467466,-0.027515470988823346,forest,Bomet,Humid,2,4,mam,1,2012-04-22
0.2056667488396057,40.37666792519076,24.549203920811866,0.7388093626398554,0.4840892913580214,38.87080237115602,59.64272805860278,40.56860490297831,0.0,-0.7644696968954778,-0.022106745394728594,0.7050963721262655,-0.04125462127264539,-0.026281623467796524,forest,Bomet,Humid,2,4,mam,1,2012-04-29
0.22153939505638365,47.72435325583758,24.01124869090857,0.7409343086872212,0.48739075232359674,42.09441424570932,57.89946022028306,43.49127466483461,0.0,2.691693571460305,-0.01185723210161166,0.5007775439999599,-0.040544680333503856,-0.023952024565531457,forest,Bomet,Humid,2,5,mam,1,2012-05-06
0.2348781277008676,53.21661770813782,23.515039497012083,0.7457888967190901,0.491563428973383,45.393081025698216,56.61622801488775,46.149228805382826,0.0,5.055077606198331,-0.003308157151240889,0.3488988308006209,-0.038449385852029457,-0.020809218750549682,forest,Bomet,Humid,2,5,mam,1,2012-05-13
0.2445427246439321,56.612858109725785,23.10891749236929,0.7523800157206694,0.4958803863800559,48.12274627075925,56.14218669483318,47.99140342232801,0.0,6.189200272043943,0.0026497790819032946,0.2744683307520351,-0.03542227032574872,-0.017349194617175337,forest,Bomet,Humid,2,5,mam,1,2012-05-20
0.2510100064432848,58.47823256115705,22.786718256411437,0.7593355276886665,0.4996933894575201,50.025333452019574,56.4119361265403,48.90591119316201,0.0,6.59337497428396,0.0065414691441164794,0.29386450930720437,-0.032142583143491,-0.01404866878421319,forest,Bomet,Humid,2,5,mam,1,2012-05-27
0.25615544134576823,59.74251220261738,22.447882814427064,0.7654444743658494,0.5026239648008691,51.33813758566853,56.95121019928177,49.31256445811032,0.0,7.137108814472274,0.010281965863711285,0.3603605913749308,-0.02926353794644329,-0.011218366438541183,forest,Bomet,Humid,2,6,jja,2,2012-06-03
0.2616519009479245,61.01989114618957,22.006048058005888,0.7700633251620465,0.5046539504053368,52.58467706590352,57.213918833489025,49.83672944360753,0.0,8.454872297930907,0.015634896852428328,0.43276762143823655,-0.02708276540110141,-0.008883746722433764,forest,Bomet,Humid,2,6,jja,2,2012-06-10
0.26768335747430627,62.186687901733244,21.457088467769278,0.7733174542899376,0.506157993818871,54.25551817598367,56.995630529629175,50.887856459764215,0.0,10.506077419800238,0.022882622942332138,0.49702387602204423,-0.025353628868771478,-0.006680774764708926,forest,Bomet,Humid,2,6,jja,2,2012-06-17
0.27307310689688363,62.706530128875016,20.86496892965815,0.7760264465369656,0.5076616026014917,56.50567808329975,56.39879144457121,52.50885133621997,0.0,12.787018065124471,0.030859231897378037,0.5384989363602051,-0.023320417716008523,-0.004084574543151929,forest,Bomet,Humid,2,6,jja,2,2012-06-24
0.27602303488126523,61.962773103948216,20.33788040835044,0.7789173633117205,0.509307521915093,59.11343899275798,55.69304030240713,54.4884558851615,0.0,14.557730046288976,0.03754568610657011,0.5539609913867544,-0.020336501328893575,-0.0009159674880547761,forest,Bomet,Humid,2,7,jja,2,2012-07-01
0.27525896538669914,59.630225266930154,19.93244697988119,0.7818584985994117,0.5108552027613528,61.61827148184682,54.99138228955969,56.547792214231826,0.0,15.222714297508352,0.04121155583870372,0.5327759036662529,-0.01644742935824588,0.0026849886062260916,forest,Bomet,Humid,2,7,jja,2,2012-07-08
0.27068273466835996,55.99158354464925,19.662655661977606,0.7839336009767521,0.5116850578840902,63.49207279972154,54.472383948292624,58.334167416378584,0.0,14.711881202395503,0.04108169150813693,0.4876829030594232,-0.012227488548671422,0.006220184915195812,forest,Bomet,Humid,2,7,jja,2,2012-07-15
0.2635226846397551,51.97049770993964,19.51352422815606,0.7839961396612752,0.5113600621386521,64.43445438482222,54.3117380985592,59.64413092809076,0.0,13.592492083542874,0.037718047056976504,0.45106065542801765,-0.008520969540582568,0.009321088471301309,forest,Bomet,Humid,2,7,jja,2,2012-07-22
0.25569345976478897,48.57766707381317,19.442365864185756,0.7816715532111532,0.5098526107082154,64.65369466972437,54.58933821945044,60.583694074254616,0.0,12.537281376626822,0.03260157860893782,0.4514225720684051,-0.005722924699980869,0.011811162016031967,forest,Bomet,Humid,2,7,jja,2,2012-07-29
0.24903227637440342,46.45824616736749,19.45009890334835,0.7771455214827756,0.507456068542223,64.70252386298861,55.19497370041601,61.400202072379635,0.0,11.959344282301808,0.02749865439032791,0.5466141134696937,-0.004125614352800927,0.013638448685757443,forest,Bomet,Humid,2,8,jja,2,2012-08-05
0.24478585684282103,45.82788205795186,19.50913086525826,0.7712787609800582,0.5047640337137506,65.16120304054884,55.835496634577794,62.374248895473734,0.0,12.03942335826484,0.023809734636603696,0.7142552374952036,-0.0035847065875006245,0.014969992872335408,forest,Bomet,Humid,2,8,jja,2,2012-08-12
0.2434013914127711,46.45016225184664,19.573986924635815,0.7654678784918741,0.502522506188258,66.33845714655341,56.219342407070485,63.66919082055145,0.0,12.72064591799037,0.022263128569666103,0.8464382598527047,-0.0034950746140770448,0.016107104228547744,forest,Bomet,Humid,2,8,jja,2,2012-08-19
0.24454114905676175,47.91240001526449,19.65209787449486,0.7610185752113791,0.5013256736601891,68.09007263238719,56.15389414068138,65.21645957824211,0.0,13.880249307630507,0.0228210392423793,0.8656410159790303,-0.0032724902648466705,0.017193524440629864,forest,Bomet,Humid,2,8,jja,2,2012-08-26
0.24713339014288918,49.52463292367247,19.77281519490441,0.7589734218735956,0.5015623091704688,69.94243908287305,55.65446398945505,66.74881545750507,0.0,15.072904718282766,0.02466292937149425,0.7447297518195946,-0.0023804094094943273,0.01822614712409078,forest,Bomet,Humid,2,9,ond,3,2012-09-02
0.24963525566048347,50.530373686202374,19.96590468222487,0.7597530588684577,0.5033769211793727,71.3541055249854,54.83391409722205,67.94662262675122,0.0,15.649746795041155,0.026406947663248564,0.5121532954752634,-0.0004334011058865217,0.019224213540352465,forest,Bomet,Humid,2,9,ond,3,2012-09-09
0.25068952603116473,50.375908507770845,20.251202213108595,0.7626672908343785,0.5063291271126538,71.97724042653591,53.934467519478325,68.55723194419208,0.0,15.068442996131191,0.026757346329255794,0.24569064805458263,0.0023736562559362926,0.020026899615312482,forest,Bomet,Humid,2,9,ond,3,2012-09-16
0.2499814084316112,49.16352368800455,20.608121113950446,0.7663329444847552,0.5097251607666446,71.79875870723079,53.15080505698057,68.47070499336955,0.0,13.424540069028076,0.025445640844161493,0.03176060679093492,0.0054796169725326305,0.02057043476935773,forest,Bomet,Humid,2,9,ond,3,2012-09-23
0.24835083315397244,47.59731125544041,20.98813500927803,0.7695339902085913,0.512909154950563,71.05920691638947,52.64857426630843,67.70785813596945,0.0,11.452288613015265,0.023374836367244686,-0.0711392891645241,0.008536314073918241,0.02100745982354676,forest,Bomet,Humid,2,9,ond,3,2012-09-30
