SoilMoist,Rainfall,LST,NDVI,SAVI,VCI,TCI,VHI,LC_Code,Rainfall_Anom,SoilMoist_Anom,LST_Anom,NDVI_Anom,SAVI_Anom,LC,County,EZ,EZ_Code,Month,Season,Season_Code,Date
0.2801056800600617,17.807303706042536,31.490529492328523,0.5907239239318283,0.3670127408440689,55.685194031153856,54.94904360752983,51.380819642880674,3.0,-25.179800560060098,0.004398899805398193,1.2829025074283562,-0.027421527395133694,-0.04580563131613886,shrub,Siaya,Humid,2,11,ond,3,2002-11-24
0.28078544889069806,19.971175636544793,31.586670533246874,0.5876878230038064,0.3661512299426868,54.43137892678228,56.44750804937626,50.354627549931166,3.0,-23.14051385858656,0.0047716725375509875,1.9201555670812207,-0.04650178284215726,-0.05692957861958577,shrub,Siaya,Humid,2,12,ond,3,2002-12-01
0.2803815338455926,23.04293274123212,31.42791252121987,0.5891296737574514,0.3680193448479366,53.52470363347669,56.94771537320681,49.875196107678924,3.0,-19.38448949806705,0.0049381655585752525,2.3819451455193397,-0.05816678778515893,-0.0629721838056167,shrub,Siaya,Humid,2,12,ond,3,2002-12-08
0.27976052741058255,26.55010557511636,31.05181439583535,0.5956061994947018,0.3729146319772733,53.081181847026436,56.44848374199,50.00834802608252,3.0,-14.36634247388323,0.005605607132955365,2.6957260554459093,-0.061260349962363736,-0.06333868963783541,shrub,Siaya,Humid,2,12,ond,3,2002-12-15
0.27960021893796716,29.70719325894638,30.547799254405813,0.6065085860424461,0.3806471705186791,53.114051396885664,55.50265009934907,50.577054905812794,3.0,-8.936643485820047,0.007296496540571032,2.885877911106254,-0.056132638088281415,-0.05817688442098856,shrub,Siaya,Humid,2,12,ond,3,2002-12-22
0.28013284121150017,31.91591689885614,30.017064992456753,0.6203418348189633,0.39041250304251457,53.56495598765225,54.84048366367636,51.317317134420016,3.0,-3.8899718949405577,0.010185886095524973,2.931753431937677,-0.044175181030373316,-0.04826959092942068,shrub,Siaya,Humid,2,12,ond,3,2002-12-29
0.28092794882692346,33.18600112041485,29.511281600611085,0.6352302148877306,0.40099497756419683,54.32364727295954,54.915255138405634,52.00215952866848,3.0,0.30806998851436873,0.013812373183737793,2.7661515376938137,-0.027741207927441808,-0.035067439128738595,shrub,Siaya,Humid,2,1,jf,0,2003-01-05
0.2810347468046345,34.035419695246595,29.035995192968898,0.6492658384514368,0.41119177442545823,55.279238573939075,55.575074519684186,52.56656738989289,3.0,4.040960434140737,0.017710984301438585,2.4136592652558058,-0.009424084332587465,-0.020240856837268627,shrub,Siaya,Humid,2,1,jf,0,2003-01-12
0.27958772761547485,34.85654129405466,28.54528127284652,0.6610637335695796,0.4201471545044773,56.41049524768496,56.21683926967133,53.08900619971248,3.0,7.452868687309315,0.02108483072053352,1.8606142255956877,0.009345820210991248,-0.004659816829667003,shrub,Siaya,Humid,2,1,jf,0,2003-01-19
0.27627287873081924,35.79561287122449,28.002216455584886,0.6700704999710679,0.42764884762404165,57.78393844458609,56.190413261587274,53.75542115754752,3.0,10.567150864810293,0.023654940072236844,1.175439204332238,0.027185612899402255,0.010773467850549848,shrub,Siaya,Humid,2,1,jf,0,2003-01-26
0.27136870579607897,36.730181946824956,27.389445313172516,0.6769826128967754,0.43405363997620655,59.488054736915096,55.29331129554448,54.67139022704584,3.0,13.205793089863624,0.025448330907560338,0.4353396375976362,0.04400666730914805,0.025663718410942157,shrub,Siaya,Humid,2,2,jf,0,2003-02-02
0.26565082278613733,37.458011462054024,26.760242734467372,0.6835862146268837,0.4401117630159462,61.52960644191895,53.80016953261159,55.79728503199295,3.0,15.154224387956326,0.02672047477959028,-0.2829087670568571,0.06084602375106011,0.04005204208968819,shrub,Siaya,Humid,2,2,jf,0,2003-02-09
0.259850014311944,37.75864887524865,26.196859056713304,0.6911754521073004,0.44624921256442623,63.85775508615607,52.05106630468594,57.06013819454797,3.0,16.18722967675904,0.027526331000771776,-0.9504192741170977,0.07828570011246569,0.053744052686810116,shrub,Siaya,Humid,2,2,jf,0,2003-02-16
0.2542829638038417,37.266044841835686,25.760069603365874,0.6996191379358133,0.4521104581417436,66.3208632158419,50.38894656974148,58.300847177766805,3.0,15.96776883329092,0.027597864837445824,-1.6013411240694282,0.0955944726418937,0.06588550362701212,shrub,Siaya,Humid,2,2,jf,0,2003-02-23
0.24901607507520088,35.66908771539426,25.50808314378635,0.7072645362743906,0.4567478562666465,68.68199817086513,49.0395578558828,59.346459760748616,3.0,14.240971103938477,0.026637825682872318,-2.249186366707252,0.11078863922896502,0.07523697951731939,shrub,Siaya,Humid,2,3,mam,1,2003-03-02
0.24417676170893032,32.888917936789845,25.434007030806523,0.7119548740371652,0.45899953886119976,70.6671574513766,48.26300814016233,59.95214844152082,3.0,11.017897999066177,0.02460702052105224,-2.8956431027837852,0.1216457463955034,0.08061013962897288,shrub,Siaya,Humid,2,3,mam,1,2003-03-09
0.24001587416381298,29.308533310965895,25.513400809961553,0.7121026401319894,0.4579697542019945,72.03882224732247,48.11966929112202,59.967284328342295,3.0,6.794244091313652,0.02168650907582274,-3.473713936100573,0.12663854856274862,0.08130525503546858,shrub,Siaya,Humid,2,3,mam,1,2003-03-16
0.236574754210607,25.552003921048797,25.704750243791825,0.70743280743817,0.45363064127536923,72.64094424523037,48.39064677853158,59.38813336241728,3.0,2.290477783694618,0.01795863863059861,-3.8940081338091717,0.1254341763049787,0.07746951089004184,shrub,Siaya,Humid,2,3,mam,1,2003-03-23
0.23394098821739115,22.16583911332448,25.954006812192812,0.699159447878642,0.44679224975244586,72.45823340616404,48.62599562693018,58.424342749327785,3.0,-1.7606281438530516,0.01368960509657486,-4.101722312626446,0.11945309823708399,0.07022638999855847,shrub,Siaya,Humid,2,3,mam,1,2003-03-30
0.23230683334362714,19.50930599524132,26.20507300094394,0.6896583264707997,0.4387837429721031,71.64582017086093,48.49368710951594,57.39893758257614,3.0,-5.270806306281143,0.008808558979596585,-4.159747541927341,0.11115016620851088,0.06119007258688022,shrub,Siaya,Humid,2,4,mam,1,2003-04-06
0.2321208472809009,17.834310910179003,26.443274670983076,0.6814929479135193,0.43111177045658583,70.46682155453698,47.924899679833906,56.615847540794014,3.0,-8.051367212915421,0.0038876920857135087,-4.06826641214982,0.10222206197455526,0.05137186572728993,shrub,Siaya,Humid,2,4,mam,1,2003-04-13
0.23409366346107982,17.13384274625734,26.674700945088144,0.6762092382099887,0.42483563566688204,69.18897226904396,47.10278119987887,56.19685652805435,3.0,-10.092671984763976,-0.000316151415072861,-3.8801304589744503,0.09409735737576434,0.04186176136218933,shrub,Siaya,Humid,2,4,mam,1,2003-04-20
0.23845616118780502,17.181384376880743,26.932509505851304,0.673278272564031,0.4199845737775025,67.98561321483872,46.21199328914934,56.09770757942682,3.0,-11.461574270510722,-0.0032883014428112625,-3.6247120331424063,0.08639670718648151,0.03285996227408224,shrub,Siaya,Humid,2,4,mam,1,2003-04-27
0.24472222429328735,17.776141293511795,27.23914524941213,0.6703974478449886,0.4156240977282866,66.94839749047559,45.24781538738387,56.23289471237138,3.0,-12.142169385178157,-0.005039608900570205,-3.312318031222604,0.07733959834167357,0.02377118652363733,shrub,Siaya,Humid,2,5,mam,1,2003-05-04
0.2520849207090295,18.986412263346924,27.550760935071754,0.6655993029105756,0.4108862729623724,66.08279916064681,44.08635591560667,56.52553834071758,3.0,-11.915999961141521,-0.0057588654067393386,-2.9909906878763763,0.06572431622675755,0.014179641763680024,shrub,Siaya,Humid,2,5,mam,1,2003-05-11
0.2598485300524997,21.16164014016472,27.810817357500607,0.6586230356765412,0.4057041852622254,65.39442525514097,42.50457658346522,57.02186547817262,3.0,-10.392116211188306,-0.005545462090977424,-2.7174722051531046,0.052034222590335216,0.004502929336595574,shrub,Siaya,Humid,2,5,mam,1,2003-05-18
0.2673330719339772,24.529838964052384,27.93542144657468,0.6509498276249729,0.4007443619369287,64.97163271853573,40.459776325405905,57.80633325230314,3.0,-7.371644497702891,-0.004593344210788708,-2.562787583761433,0.03818127358671572,-0.00425615734872412,shrub,Siaya,Humid,2,5,mam,1,2003-05-25
