SoilMoist,Rainfall,LST,NDVI,SAVI,VCI,TCI,VHI,LC_Code,Rainfall_Anom,SoilMoist_Anom,LST_Anom,NDVI_Anom,SAVI_Anom,LC,County,EZ,EZ_Code,Month,Season,Season_Code,Date
0.19168462169731462,48.91917045795231,28.98919511458618,0.6162570620177051,0.3862499392918484,41.071891899082104,59.96096040348593,47.74942732301114,2.0,7.719346262620406,0.0011022970109795017,0.580233729160032,-0.03563422598102258,-0.029462692680321593,grass,Kericho,Humid,2,1,jf,0,2005-01-23
0.190387341521812,50.3552591064067,27.91747246217157,0.640611954949035,0.4031385481304675,44.932878785610484,57.932108993081016,50.90831758246279,2.0,8.818942161937892,0.0034753126147239557,0.17576568841624715,-0.026242986520330944,-0.02280855485528396,grass,Kericho,Humid,2,1,jf,0,2005-01-30
0.18838474594159338,51.176215555867685,26.926022816354287,0.6644464456571044,0.42031970871257146,49.201482919915634,56.32615900055037,54.10050418974944,2.0,9.799934392347945,0.005209508620303993,-0.07989072180075674,-0.01612747310198703,-0.015155893872142695,grass,Kericho,Humid,2,2,jf,0,2005-02-06
0.18589369412551612,51.3018767849612,26.079306731681132,0.6867721448274359,0.4371418425537496,53.72531492593413,55.28219651813487,57.151300624546415,2.0,10.642672767327072,0.006111171089252511,-0.15310006668618956,-0.005732822501717226,-0.0067940951907993485,grass,Kericho,Humid,2,2,jf,0,2005-02-13
0.1836235679842224,50.52544293818585,25.38414847958448,0.7070970972435439,0.45298506088787854,58.49854820697118,54.632869695054204,60.047240880115446,2.0,11.129121915147353,0.006518834806015314,-0.09873247354248675,0.004842808466605957,0.002008787387978555,grass,Kericho,Humid,2,2,jf,0,2005-02-20
0.1825418865822562,48.39445750482991,24.79657802416401,0.7248020622595887,0.4670390493318817,63.43441920189241,54.17156605265287,62.75889904415181,2.0,10.693435267877021,0.007150884630063507,-0.05460363516755281,0.015305163866810759,0.010788601932542516,grass,Kericho,Humid,2,2,jf,0,2005-02-27
0.18310933456781983,44.52287637006859,24.315045124847757,0.7390215109842461,0.4783733838425506,68.29027373322043,53.70570910217336,65.23384297510835,2.0,8.676370855606164,0.008345653951455182,-0.07237471292106878,0.02503433971396749,0.018893968994236624,grass,Kericho,Humid,2,3,mam,1,2005-03-06
0.1850127077190722,39.28025762377877,23.970999681285907,0.7489588035233448,0.4862783151734502,72.77720626387308,53.209255442976115,67.36651429592752,2.0,5.1232884426400815,0.00964594249501726,-0.11179428778366685,0.033261203311719105,0.02567877452828762,grass,Kericho,Humid,2,3,mam,1,2005-03-13
0.18790701083377268,33.80840668237222,23.74566694316266,0.7541948586961422,0.49045525871095697,76.67903028012852,52.77557260617487,69.12538632754126,2.0,0.9415020731452651,0.010540269362823663,-0.15024983665297617,0.03932921057675258,0.030647142499006293,grass,Kericho,Humid,2,3,mam,1,2005-03-20
0.19131870073305204,29.455509752968624,23.61785988530795,0.7548215248320308,0.49108359541111096,79.89310372369509,52.340880189207866,70.6011505072875,2.0,-2.6644921989680976,0.010527511481909932,-0.14224804460687235,0.04228016246357464,0.03323232763230773,grass,Kericho,Humid,2,3,mam,1,2005-03-27
